category,headline,authors,link,short_description,date
HEALTHY LIVING,Take The Glamour Out Of Suicide,"Lisa Chau, ContributorPublished over 100 times in Forbes, US News & World Report as ...",https://www.huffingtonpost.com/entry/take-the-glamour-out-of-suicide_us_590888fee4b03b105b44bbff,The number of girls 10 to 14 years old who died by suicide tripled from 1999 to 2014.,2017-05-02
HEALTHY LIVING,Malaria Is On The Rise Among American Travelers,"Tracy Staedter, Live Science",https://www.huffingtonpost.com/entry/malaria-american-travelers_us_59078658e4b05c3976813e52,The disease has an impact on U.S. citizens.,2017-05-01
HEALTHY LIVING,Criminalizing HIV Transmission Doesn't Cut Down On New Diagnoses,"Ronnie Cohen, Reuters",https://www.huffingtonpost.com/entry/criminal-hiv-transmission_us_59076071e4b05c397680f3cc,"Penalizing people who don't disclose their status is bad policy, a new study finds.",2017-05-01
HEALTHY LIVING,Even Female Doctors Struggle For Equal Pay,Erin Schumaker,https://www.huffingtonpost.com/entry/doctors-pay-gender-gap_us_59024fc7e4b05c39767d2813,Same degree. Same long hours. Worse salary.,2017-05-01
HEALTHY LIVING,Deportation Fears Are Putting A Damper On Diverse Medical Research,Erin Schumaker,https://www.huffingtonpost.com/entry/deportation-fears-medical-research_us_5902307ce4b0026db1df7589,But one organization is dedicated to keeping Latinos in the clinic.,2017-05-01
HEALTHY LIVING,We Need To Treat Gun Violence Like A Public Health Problem,"Jane M. Zhu, MD, MPP, ContributorHealth services researcher and internist",https://www.huffingtonpost.com/entry/we-need-to-treat-gun-violence-like-a-public-health-problem_us_590671c3e4b05c39768070d9,Gun violence spreads much like a disease epidemic.,2017-05-01
HEALTHY LIVING,F.A.S.T. Thinking Helped Lane Save His Mom,"Nancy Brown, ContributorCEO, American Heart Association",https://www.huffingtonpost.com/entry/fast-thinking-helped-lane-save-his-mom_us_590358ffe4b03b105b44b7d5,A second wave of publicity followed when he received a thank-you note from my organization. A third wave is likely to follow,2017-05-01
HEALTHY LIVING,10 Mistakes Smart People Never Make Twice,"Dr. Travis Bradberry, ContributorTalentSmart, President and 'Emotional Intelligence 2.0,' Coauthor",https://www.huffingtonpost.com/entry/10-mistakes-smart-people-never-make-twice_us_5900de50e4b06feec8ac92c2,Emotionally intelligent people embrace mistakes for what they are—great opportunities to learn.,2017-04-30
HEALTHY LIVING,UCLA Professor Identifies Connection Between Social And Physical Pain,"Armin Rosen, ContributorWriter",https://www.huffingtonpost.com/entry/ucla-professor-identifies-connection-between-social_us_5904912ce4b03b105b44b8d9,"Physical and emotional pain are rigid and seemingly opposite categories of human experiences, but their actual physical impact",2017-04-29
HEALTHY LIVING,Prominent Neuroscientist Documents Cognitive Benefits Of Exercise At All Ages,"Armin Rosen, ContributorWriter",https://www.huffingtonpost.com/entry/prominent-neuroscientist-documents-cognitive-benefits_us_5904a6afe4b03b105b44b8e6,"Consistent exercise can have a significant impact on cognitive health, Northeastern University neuroscientist Arthur Kramer",2017-04-29
HEALTHY LIVING,Best-Selling Author Shares Secrets To Living Longer The Blue Zone Way,"Armin Rosen, ContributorWriter",https://www.huffingtonpost.com/entry/a-best-selling-author-explains-the-blue-zone-solution_us_5903da24e4b03b105b44b89b,"Dan Buettner has spent the last several years trying “to reverse-engineer longevity,” he said in a keynote address at the",2017-04-29
HEALTHY LIVING,10 Tweaks To Your Morning Routine That Will Transform Your Entire Day,"Dr. Travis Bradberry, ContributorTalentSmart, President and 'Emotional Intelligence 2.0,' Coauthor",https://www.huffingtonpost.com/entry/10-tweaks-to-your-morning-routine-that-will-transform_us_590108e6e4b0768c2682e289,No screen time until breakfast. Seriously.,2017-04-29
HEALTHY LIVING,I Tracked My Sleep For A Month And All It Did Was Stress Me Out,"Anna Sterling, HuffPost",https://www.huffingtonpost.com/entry/sleep-tracking-problems_us_59010a54e4b0026db1ddd604,"For anxious high-achievers, adding one more metric is something to lose sleep over.",2017-04-28
HEALTHY LIVING,What Charlotte Rae's Cancer Plan Reveals About Medical Decisions Late In Life,Ann Brenoff,https://www.huffingtonpost.com/entry/charlotte-rae-cancer-treatment_us_5903808ee4b0bb2d086e2e7c,"At 91, it's less about how to treat cancer and more about whether you should.",2017-04-28
HEALTHY LIVING,13 Comics About Life In Your Late 20s That Tell It Like It Is,Brittany Wong,https://www.huffingtonpost.com/entry/being-an-adult-is-hard-work_us_59035c3de4b05c39767e9b5c,This adulting thing is hard.,2017-04-28
HEALTHY LIVING,Cuts Threaten Research For Terrible Disease Once Called Chronic Fatigue Syndrome,"Llewellyn King, ContributorJournalist, broadcaster, public speaker",https://www.huffingtonpost.com/entry/cuts-threaten-research-for-terrible-disease-once-called_us_59033d23e4b03b105b44b796,"When you are sick, very sick, you wait for medicine to work its magic. But if the disease is Myalgic Encephalomyelitis (ME",2017-04-28
HEALTHY LIVING,Jay Dickey's Complicated Legacy Is A Lesson For Politicians And Scientists Alike,Erin Schumaker,https://www.huffingtonpost.com/entry/jay-dickey-legacy-gun-violence-research_us_58ff7655e4b0b6f6014b0c7f,The author of the infamous amendment limiting federal funding for gun violence research died April 20.,2017-04-27
HEALTHY LIVING,It's Time To Admit That 'Diet' Food Is Bogus,Lindsay Holmes,https://www.huffingtonpost.com/entry/diet-food-bad-for-you_us_5900bce3e4b0026db1dd60a6,"Guys, we need to have a talk.",2017-04-27
HEALTHY LIVING,A Thank You Letter To Brené Brown,"Jen Schwartz , ContributorCo-Founder, MOTHERHOOD | UNDERSTOOD; Creator of the blog, The ...",https://www.huffingtonpost.com/entry/a-thank-you-letter-to-bren%C3%A9-brown_us_58fca8a8e4b0f420ad99c8c8,"I begged my mom to hand the following letter to Brené Brown at a conference she attended last month in Washington, D.C. Before",2017-04-27
HEALTHY LIVING,The Hidden Biological Costs Of Inequality: The Root Cause Of Our Stress Epidemic,"Thought Matters, ContributorRead Our Minds… Macmillan Publishing’s authors share their per...",https://www.huffingtonpost.com/entry/the-hidden-biological-costs-of-inequality-the-root_us_58ff8f82e4b047ce3ee27cb2,By Daniel P. Keating The central story line for Born Anxious starts with stress methylation — an “epigenetic modification,2017-04-27
HEALTHY LIVING,Where My Inspiration Comes From,"Katina Mountanos, ContributorBlogger, Adventurer, Constant Questioner",https://www.huffingtonpost.com/entry/where-my-inspiration-comes-from_us_59024f2ae4b03b105b44b6e6,A forewarning: This is a selfish post. I am writing in an attempt to get my creativity back. To get my creative juices,2017-04-27
HEALTHY LIVING,JD Vance: Opioid Addiction Is Like 'A Nuclear Bomb' Going Off In The Family,"Armin Rosen, ContributorWriter",https://www.huffingtonpost.com/entry/jd-vance-opioid-addiction-is-like-a-nuclear-bomb_us_59022f2fe4b0768c2682e40e,"JD Vance emerged as one of the most important new voices on the American scene last year, as the Ohio-born Yale Law School",2017-04-27
HEALTHY LIVING,Global Summit Takes Aim At The Ultimate Mystery: The Brain,"Armin Rosen, ContributorWriter",https://www.huffingtonpost.com/entry/global-summit-takes-aim-at-the-ultimate-mystery-the_us_59026489e4b05279d4edba81,Recent decades have seen previously unimaginable health gains become a reality. But while diseases that were once considered,2017-04-27
HEALTHY LIVING,Why ‘13 Reasons Why’ Shouldn’t Be Your Teen’s Binge,"Ross Ellis, ContributorNational Bullying & Cyberbullying/Child Abuse Expert & Speaker",https://www.huffingtonpost.com/entry/why-13-reasons-why-shouldnt-be-your-teens-binge_us_5902829be4b05279d4edba9f,"The show communicates to teens that if you are lost and not heard, your story will be heard after you’ve left this world.",2017-04-27
HEALTHY LIVING,How Air Pollution Gets Into The Bloodstream And Damages The Heart,"Kate Kelland, Reuters",https://www.huffingtonpost.com/entry/how-air-pollution-gets-into-the-bloodstream-and-damages-the-heart_us_5900c845e4b0026db1dd7227,"“There is no doubt that air pollution is a killer, and this study brings us a step closer to solving the mystery of how air pollution damages our cardiovascular health.""",2017-04-26
HEALTHY LIVING,Aaron Hernandez's Brain Will Be Studied For CTE,"Rachael Rettner, Live Science",https://www.huffingtonpost.com/entry/aaron-hernandezs-brain-will-be-studied-for-cte_us_58ffe2b2e4b0af6d71898b00,CTE is thought to be caused by repeated blows to the head that damage brain tissue.,2017-04-26
HEALTHY LIVING,Every Diet On The Market Is Basically Trying To Sell You These Three Pieces Of Information About Food,"Melinda Parrish, ContributorPlus Size Model and Body Positivity Advocate",https://www.huffingtonpost.com/entry/every-diet-on-the-market-is-basically-trying-to-sell_us_5900f595e4b00acb75f1842d,"When it comes down to it, most of the diet plans and weight loss programs out there are all selling you the same thing: what",2017-04-26
HEALTHY LIVING,Feeling Wealthy? How Your Tax Refund (Or Payment) Is Influencing You,"Eesha Sharma, ContributorAssistant Professor of Business Administration, Dartmouth Coll...",https://www.huffingtonpost.com/entry/feeling-wealthy-how-your-tax-refund-or-payment-is_us_58ffd376e4b00acb75f182d6,My colleagues and I have found that simply feeling financially deprived (or financially flush) predicts people’s feelings and choices.,2017-04-26
HEALTHY LIVING,Why Some Young People Combine Smoking And Drinking,"Rachael Rettner, Live Science",https://www.huffingtonpost.com/entry/why-some-young-people-combine-smoking-and-drinking_us_58ffdf24e4b0af6d71898932,A new study's findings could have implications for helping people quit smoking.,2017-04-25
HEALTHY LIVING,National Infertility Awareness Week: A Chance To Support Those Facing Infertility,"Dr. David Adamson, ContributorFounder and CEO, ARC Fertility",https://www.huffingtonpost.com/entry/national-infertility-awareness-week-a-chance-to-support_us_58fe825fe4b0f02c3870edb2,"This year’s NIAW theme is “Listen Up,” and it’s important to those who are coping with infertility. We can all probably do",2017-04-25
HEALTHY LIVING,Emerging From The Shadows Of Trauma,"Alexis Rose, ContributorI am an author and active blogger who writes about PTSD, Menta...",https://www.huffingtonpost.com/entry/emerging-from-the-shadows-of-trauma_us_58ff454ce4b06c83622e703e,"Over the weekend, someone asked me if I was happier now than I was eight years ago when my PTSD took over my life. I was",2017-04-25
HEALTHY LIVING,The Malaria Misstep: Let African Scientists Solve Our Own Problems,"The Aspen Institute New Voices Fellowship, ContributorA communications and advocacy program created at the Aspen Ins...",https://www.huffingtonpost.com/entry/the-malaria-misstep-let-african-scientists-solve-our_us_58fe61b9e4b0f02c3870ed77,"In many ways, I am lucky to be alive. Growing up in Nigeria, I suffered several bouts of malaria when I was young, with intense",2017-04-25
HEALTHY LIVING,8 Ways To Love Your Life,"Stacy Hawkins Adams, ContributorAuthor, Essayist & Journalist",https://www.huffingtonpost.com/entry/8-ways-to-love-your-life_us_58ff5d06e4b047ce3ee27c13,"Each new day equals a new chance to refine your goals, walk in purpose, enjoy yourself and be a light. Here are some life",2017-04-25
HEALTHY LIVING,State Legislators In Colorado Join Trump In Proposing To Push People Off State Health Insurance,"Jason Salzman, ContributorFormer Media Critic, Rocky Mountain News",https://www.huffingtonpost.com/entry/state-legislators-in-colorado-join-trump-in-proposing_us_58fdf606e4b086ce5898131c,"In a major change since last year, state Republicans are now proposing specific cuts to Medicaid, Colorado’s health care",2017-04-25
HEALTHY LIVING,How To Help Your Child Build Resilience After The Death Of A Parent,"Kristin Meekhof, ContributorAuthor, Writer, Speaker, Licensed Master's Level Social Worker",https://www.huffingtonpost.com/entry/how-to-help-your-child-build-resilisence-after-the_us_58ffdb5be4b06feec8ac91a2,"Perhaps, you saw last week, Prince Harry along with Prince William and his wife Catherine announced their support of mental",2017-04-25
HEALTHY LIVING,Most Americans Support Restrictions On Where Firearms Can Be Carried,"Will Boggs MD, Reuters",https://www.huffingtonpost.com/entry/most-americans-support-restrictions-on-where-firearms-can-be-carried_us_58fe1b18e4b00fa7de1646c1,Very few Americans want guns to be allowed in all public places.,2017-04-24
HEALTHY LIVING,I Am Not Ashamed,"Henderson Lafond, ContributorWife, Mom, Dreamer, lover of all things Clemson, founder of Ma...",https://www.huffingtonpost.com/entry/i-am-not-ashamed_us_58fd5aabe4b086ce589812a3,I thought if I just kept trying it would get better. It didn't.,2017-04-24
HEALTHY LIVING,5 STI Myths That Just Won't Die,"Glamour, ContributorGlamour Magazine",https://www.huffingtonpost.com/entry/5-sti-myths-that-just-wont-die_us_58fe1276e4b0f420ad99ca1d,"1. If you had one, you would know.",2017-04-24
HEALTHY LIVING,"No, You Don't Need To Be Trying For A 'Super Orgasm'","Allure, ContributorAllure Magazine",https://www.huffingtonpost.com/entry/no-you-dont-need-to-be-trying-for-a-super-orgasm_us_58fe1402e4b086ce58981353,"For Allure, by Hayley MacMillen. Whether or not you’ve achieved multiple orgasms in a single sex session (alone or partnered",2017-04-24
HEALTHY LIVING,3 Secrets To Long-Term Happiness In A Short-Term World,"Caitlin M. Dermody, ContributorJunior at Yale University",https://www.huffingtonpost.com/entry/3-secrets-to-long-term-happiness-in-a-short-term-world_us_58fe1f1ce4b0f420ad99ca45,"It’s 11 p.m. on a Wednesday night. The caffeine from my Starbucks iced coffee is keeping me alert. But, right now, I’m more",2017-04-24
HEALTHY LIVING,12 Things I've Learned Living 12 Years With Cancer,"Jim Higley, ContributorJim's a dad who happens to be an award-winning author, speaker...",https://www.huffingtonpost.com/entry/12-things-ive-learned-living-12-years-with-cancer_us_58fe23e5e4b0f420ad99ca53,I was diagnosed with cancer 12 years ago today. And I still remember that day with vivid technicolor. It was a weekend and,2017-04-24
HEALTHY LIVING,Revised ACA Repeal-And-Replace Bill Likely To Increase The Uninsured Rate And Health Insurance Costs For Many,"David Blumenthal, ContributorDavid Blumenthal, M.D., is the president of The Commonwealth F...",https://www.huffingtonpost.com/entry/revised-aca-repeal-and-replace-bill-likely-to-increase_us_58fe3335e4b0f02c3870ed05,Co-written with Sara Collins News outlets report that House Republicans are close to agreeing on an amended version of the,2017-04-24
HEALTHY LIVING,Golf Balls In Hash Browns Prompt Food Recall,Steven Hoffer,https://www.huffingtonpost.com/entry/golf-ball-hash-brown_us_58fcbe04e4b00fa7de15079a,"""Extraneous golf ball materials"" don't belong in your breakfast.",2017-04-23
HEALTHY LIVING,The Desire For Death In Palliative Care Patients With Cancer,"Gabriel Ivbijaro MBE JP, ContributorVisiting Professor of Population Health, NOVA University, Lisb...",https://www.huffingtonpost.com/entry/the-desire-for-death-in-palliative-care-patients-with_us_58fcbda6e4b0f02c3870eb82,Cancer is on the increase and people are living better lives for longer with the diagnosis. In the USA over 50% of cancer,2017-04-23
HEALTHY LIVING,"You Can't Slow Your Biological Clock, But Here's How To Maximize Your Future Fertility Now","Janet Choi, MD, ContributorJanet M. Choi, M.D., is a board-certified reproductive endocri...",https://www.huffingtonpost.com/entry/you-cant-slow-your-biological-clock-but-heres-what_us_58fcebd4e4b086ce58981243,Women who want to be in control of their lives need to recognize an important truth: our fertility really is regulated by,2017-04-23
HEALTHY LIVING,The 38 Most Inspiring Quotes I Know,"Dr. Travis Bradberry, ContributorTalentSmart, President and 'Emotional Intelligence 2.0,' Coauthor",https://www.huffingtonpost.com/entry/the-38-most-inspiring-quotes-i-know_us_58efd2e4e4b048372700d69d,Words of wisdom to keep you pushing forward.,2017-04-23
HEALTHY LIVING,How Smart People Handle Toxic People,"Dr. Travis Bradberry, ContributorTalentSmart, President and 'Emotional Intelligence 2.0,' Coauthor",https://www.huffingtonpost.com/entry/how-smart-people-handle-toxic-people_us_58dbff04e4b0487a198a5699,"Toxic people defy logic. Some are blissfully unaware of the negative impact that they have on those around them, and others",2017-04-22
HEALTHY LIVING,Meningitis: Rare But Potentially Fatal,"Dr. Melvin Sanicas, ContributorVaccinologist, Public Health Physician, Gates Global Health Fe...",https://www.huffingtonpost.com/entry/meningitis-rare-but-potentially-fatal_us_58fb4d6ae4b0f02c3870ea8f,"Dr. Melvin Sanicas, vaccinologist and public health physician is a regional medical expert at Sanofi Pasteur, a consultant",2017-04-22
HEALTHY LIVING,Poor Sleep Hygiene Is Killing You And Your Career,"Dr. Travis Bradberry, ContributorTalentSmart, President and 'Emotional Intelligence 2.0,' Coauthor",https://www.huffingtonpost.com/entry/poor-sleep-hygiene-is-killing-you-and-your-career_us_58f7cc23e4b081380af51864,"The next time you tell yourself that you'll sleep when you're dead, realize that you're making a decision that can make that",2017-04-22
HEALTHY LIVING,The Royals Make A Perfect Observation About Mental Health,Lindsay Holmes,https://www.huffingtonpost.com/entry/the-royals-mental-health_us_58fa4844e4b00fa7de140786,Conversation is everything.,2017-04-21
HEALTHY LIVING,Uninsured Americans Are Just 1 Traumatic Injury Away From Financial Ruin,"Ronnie Cohen, Reuters",https://www.huffingtonpost.com/entry/uninsured-with-traumatic-injuries-risk-financial-devastation_us_58fa5144e4b06b9cb916a2bf,One unforeseen major injury could potentially cost well over half of someone’s annual income.,2017-04-21
HEALTHY LIVING,Links Between Healthy Diet And Preventing Cancer Recurrence,"Tufts Health & Nutrition Letter, ContributorA publication of the Friedman School of Nutrition Science & Po...",https://www.huffingtonpost.com/entry/links-between-healthy-diet-preventing-cancer-recurrence_us_58f65897e4b015669722533c,"After kicking cancer, you might worry it will return. That’s understandable. Cancer survivors are at significantly higher",2017-04-21
HEALTHY LIVING,Lead Poisons Children In L.A. Neighborhoods Rich And Poor,"Joshua Schneyer, Reuters",https://www.huffingtonpost.com/entry/lead-poisons-children-in-la-neighborhoods-rich-and-poor_us_58f90979e4b00fa7de126bc9,"Despite decades of U.S. progress, millions of children remain at risk for lead poisoning.",2017-04-20
HEALTHY LIVING,Stress Might Make You A More Empathetic Person,Lindsay Holmes,https://www.huffingtonpost.com/entry/stress-might-make-you-more-empathetic-and-help-you-perform-better_us_58f109fee4b0bb9638e393e9,"While it might be uncomfortable, it could also be a force for good.",2017-04-20
HEALTHY LIVING,Lead-Contaminated Drinking Water Goes Far Beyond Flint,Erin Schumaker,https://www.huffingtonpost.com/entry/lead-contaminated-drinking-water-goes-far-beyond-flint_us_58f66ae1e4b05b9d613df10c,"More than a year after lead-contaminated drinking water prompted a state of emergency in Flint, Michigan, Americans across",2017-04-20
HEALTHY LIVING,Sport-Related Concussions More Common In High School Girls,"Will Boggs MD, Reuters",https://www.huffingtonpost.com/entry/sport-related-concussions-more-common-in-high-school-girls_us_58f90fc6e4b018a9ce598220,"In baseball and softball, girls’ concussion rate was four times that of boys.",2017-04-20
HEALTHY LIVING,What An Autism-Friendly World Would Look Like,"Florence Strang, ContributorRegistered Psychologist, Author, Motivational Speaker",https://www.huffingtonpost.com/entry/what-an-autism-friendly-world-would-look-like_us_58f87fd7e4b081380af51903,"Raising a child with autism is at the same time my greatest source of stress, and my greatest source of joy. Of course there",2017-04-20
HEALTHY LIVING,Opioid Use Common Even After Minor Surgery,"Reuters, Lisa Rapaport",https://www.huffingtonpost.com/entry/opioid-use-common-even-after-minor-surgery_us_58f77491e4b029063d35a82e,"""Chronic opioid use after surgery may be one of the most common complications after surgery.""",2017-04-19
HEALTHY LIVING,"Trump Shouldn't Mess With The Clean Air Act, American Lung Association Warns",Chris D'Angelo,https://www.huffingtonpost.com/entry/american-lung-association-state-of-the-air-1017-us_us_58f4f5a0e4b0bb9638e566e6,"Nearly 4 in 10 Americans live in areas with dangerous levels of pollution, according to the ALA's ""State of the Air"" report.",2017-04-19
HEALTHY LIVING,Women's Periods Don't Really Sync Up When They Live Together,"Rachael Rettner, Live Science",https://www.huffingtonpost.com/entry/womens-periods-dont-really-sync-up-when-they-live-together_us_58f636f4e4b0bb9638e6b9f7,Any overlap with your roommate is just a coincidence.,2017-04-18
HEALTHY LIVING,Running For My Life,"Amy Aves Challenger, ContributorWriter, artist, mom",https://www.huffingtonpost.com/entry/running-for-my-life_us_58f5e0c1e4b0156697225271,"For the last 30 years, I’ve been running – everywhere. I’ve run up and down Syracuse University campus, through muggy Michigan",2017-04-18
HEALTHY LIVING,Primary Care Is In Crisis. Here’s One Way To Fix It.,"Richard Colgan, ContributorProfessor of Family and Community Medicine, University of Mary...",https://www.huffingtonpost.com/entry/primary-care-is-in-crisis-heres-one-way-to-fix-it_us_58f64146e4b0bb9638e6cb90,"Every fall, medical students in their final year of study pick a specialty. I’m a professor at a medical school, and these",2017-04-18
HEALTHY LIVING,Black U.S. Babies Still More Likely To Die Than White Infants,"Lisa Rapaport, Reuters",https://www.huffingtonpost.com/entry/black-us-babies-still-more-likely-to-die-than-white-infants_us_58f50eece4b0bb9638e58afa,"""I’d like to see racial equality in infant survival in my lifetime.""",2017-04-17
HEALTHY LIVING,12 Comics To Remind You That You're A Flawed But Amazing Human Being,Brittany Wong,https://www.huffingtonpost.com/entry/youre-doing-ok-really_us_58f1299fe4b0da2ff860ab80,For when you feel a little less sure of yourself than usual.,2017-04-17
HEALTHY LIVING,10 Really Powerful And Amazing Things Cancer Taught Me,"Maimah Karmo, ContributorPublisher, Bliss Magazine; Author, Fearless & CEO, Tigerlily F...",https://www.huffingtonpost.com/entry/13-really-powerful-amazing-things-cancer-taught-me_us_58f406d9e4b015669722508d,I have looked death in the face on more than one occasion. Yet no other challenge was as life- and mind-altering as being,2017-04-17
HEALTHY LIVING,Skin And Sun: Important Tips On Protecting Kids Against The Summer Sun,"Susie Almaneih, ContributorSusie Almaneih, is an Executive Mom and Technology Marketing P...",https://www.huffingtonpost.com/entry/skin-and-sun-important-tips-on-protecting-kids-against_us_58d12d42e4b0537abd9574bd,It’s not just about preventing a pesky sunburn.,2017-04-17
HEALTHY LIVING,The Journey Of Self-Discovery,"Alexis Rose, ContributorI am an author and active blogger who writes about PTSD, Menta...",https://www.huffingtonpost.com/entry/the-journey-of-self-discovery_us_58f4bc6de4b048372700d9d4,I was speaking with a good friend the other day. She has been going through immense change and self-discovery the past few,2017-04-17
HEALTHY LIVING,Pizza? Cupcakes? Schools Emphasizing Healthier Ways To Reward Students,"Nancy Brown, ContributorCEO, American Heart Association",https://www.huffingtonpost.com/entry/pizza-cupcakes-schools-emphasizing-healthier-ways_us_58f4a8b8e4b048372700d9c6,"There’s a gimmick used in classrooms and school clubs across the country, a lure that’s so popular because it’s so successful",2017-04-17
HEALTHY LIVING,Prince Harry Reveals How Counseling Helped Him Cope With Diana's Death,Mary Papenfuss,https://www.huffingtonpost.com/entry/prince-harry-emotional-struggles-princess-diana-death_us_58f424cce4b0da2ff86187ba,"Seeking help after two years of ""total chaos"" has brought him to a ""good place,"" he says in candid interview.",2017-04-17
HEALTHY LIVING,I Am The Girl With The Prozac Past,"Liz Petrone, ContributorMama. Yogi. Writer.",https://www.huffingtonpost.com/entry/i-am-the-girl-with-the-prozac-past_us_58f4e725e4b0156697225133,"Let’s just say I’m cautiously optimistic, at least today.",2017-04-17
HEALTHY LIVING,7 Ways To Lead A More Confident Life,"Tanaaz Chubb, ContributorAuthor of The Power of Positive Energy. Creator of ForeverCons...",https://www.huffingtonpost.com/entry/7-ways-to-lead-a-more-confident-life_us_58f4e210e4b04cae050dc93e,It is never too late to go after your dreams and do all the things you want to do.,2017-04-17
HEALTHY LIVING,Skyping In The Hood: Misperceptions About Health IT Strategies For The Underserved,"Dr. Lisa K. Fitzpatrick, MD, MPH, MPA, ContributorMedical Epidemiologist/Physician",https://www.huffingtonpost.com/entry/skyping-in-the-hood-misperceptions-about-health-it_us_58f4eaf3e4b04cae050dc954,"Three years ago, one of my patients asked, “Doc, why can’t we talk on the computer?” The question caught me off guard. In",2017-04-17
HEALTHY LIVING,Why You Need Emotional Intelligence,"Dr. Travis Bradberry, ContributorTalentSmart, President and 'Emotional Intelligence 2.0,' Coauthor",https://www.huffingtonpost.com/entry/why-you-need-emotional-intelligence_us_58e672ede4b0d6001f07f26d,Emotional intelligence is the “something” in each of us that is a bit intangible.,2017-04-16
HEALTHY LIVING,Traveling With PTSD,"Alexis Rose, ContributorI am an author and active blogger who writes about PTSD, Menta...",https://www.huffingtonpost.com/entry/travel-and-ptsd_us_58f213b1e4b0156697224f9e,I love the ocean. The sound of it feeds my soul and grounds me. I can sit and watch the ocean for hours. It touches something,2017-04-15
HEALTHY LIVING,A Lesson On Joy,"Rachel Doboga, ContributorWriter at https://howilivewithals.com/, ALS Warrior",https://www.huffingtonpost.com/entry/a-lesson-on-joy_us_58e9d4e4e4b0acd784ca595f,"In the movie adaptation of my life, the climactic scene would go like this: the camera slowly sweeps up to where I am snuggling",2017-04-15
HEALTHY LIVING,Golden Gate Bridge Finally Getting A Suicide Barrier,Mary Papenfuss,https://www.huffingtonpost.com/entry/golden-gate-suicide-barrier_us_58f155dbe4b0b9e9848c2afa,A giant net will deter — or catch — people who plan to jump.,2017-04-15
HEALTHY LIVING,Learning To Live With Ulcerative Colitis,"Shelby Doherty, ContributorWriter & optimist focused on the pursuit of happiness",https://www.huffingtonpost.com/entry/learning-to-live-with-ulcerative-colitis_us_58f26e0fe4b04cae050dc7c4,"When I first wrote about living with ulcerative colitis (UC), I was very optimistic, as I typically am. I had just been released",2017-04-15
HEALTHY LIVING,11 Habits Of Mentally Strong People,"Dr. Travis Bradberry, ContributorTalentSmart, President and 'Emotional Intelligence 2.0,' Coauthor",https://www.huffingtonpost.com/entry/11-habits-of-mentally-strong-people_us_58efd4a7e4b04cae050dc5bd,"Mental strength is a choice and a discipline, not an innate quality bestowed upon the lucky.",2017-04-15
HEALTHY LIVING,Yellow Fever Has Become A Looming Threat For Brazilian City-Dwellers,Erin Schumaker,https://www.huffingtonpost.com/entry/yellow-fever-threat-brazil_us_58efceb7e4b0b9e9848a6e66,Half a century without a major outbreak may have lulled the country into a false sense of security.,2017-04-14
HEALTHY LIVING,Which Surgery Patients Don't Stop Taking Opioids When They Should?,"Sara G. Miller, Live Science",https://www.huffingtonpost.com/entry/which-surgery-patients-dont-stop-taking-opioids-when-they-should_us_58f12eb0e4b0da2ff860b8d2,"People were more likely to continue to use painkillers if they smoked, drank alcohol, had certain mood disorders or had chronic pain.",2017-04-14
HEALTHY LIVING,Las Vegas First In Nation To Offer Clean Needles In Vending Machines,Mary Papenfuss,https://www.huffingtonpost.com/entry/clean-needle-vending-machines_us_58f042ebe4b0bb9638e2dd22,Health officials aim to make access to clean syringes as easy as possible.,2017-04-14
HEALTHY LIVING,Examining The Opioid Crisis,"Harvard Kennedy School's Institute of Politics, ContributorHarvard University’s Institute of Politics (IOP), located at t...",https://www.huffingtonpost.com/entry/examining-the-opioid-crisis_us_58f11c33e4b048372700d7fa,"By Jackson Grigsby, Harvard College Class of 2020 “This is the least excusable disease in America, because it is self-inflicted",2017-04-14
HEALTHY LIVING,These Fake Beauty Ads Have A Secret Mental Health Meaning,Lindsay Holmes,https://www.huffingtonpost.com/entry/these-fake-beauty-ads-have-a-secret-mental-health-meaning_us_58ee4fcde4b08c15f0dba608,*watches them on repeat*,2017-04-13
HEALTHY LIVING,'Riverdale' Star Lili Reinhart Has The Best Outlook On Mental Health,Abigail Williams,https://www.huffingtonpost.com/entry/lili-reinhart-riverdale-anxiety-depression_us_58ef8915e4b0b9e98489e8ee,"""Your feelings are validated by the fact that you’re feeling them.""",2017-04-13
HEALTHY LIVING,More U.S. Hospitals Pushing Patients To Pay Before Care,"Jilian Mincer, Reuteres",https://www.huffingtonpost.com/entry/more-us-hospitals-pushing-patients-to-pay-before-care_us_58efc046e4b0b9e9848a4e62,"U.S. hospitals had nearly $36 billion in uncompensated care costs in 2015,",2017-04-13
HEALTHY LIVING,"As People Age, The Factors That Drive Depression May Shift","Madeline Kennedy, Reuters",https://www.huffingtonpost.com/entry/as-people-age-the-factors-that-drive-depression-may-shift_us_58efb6b3e4b0da2ff85f0813,"In addition to genetics and personality, stressful life events, health issues and money problems can contribute to depression.",2017-04-13
HEALTHY LIVING,I’m Young And Healthy: Why Do I Need An Advance Health Care Directive?,"Monica Mizzi, ContributorEditor at LegalTemplates.net, Travel writer, Foodie",https://www.huffingtonpost.com/entry/im-young-and-healthy-why-do-i-need-an-advance-healthcare_us_58ef23cbe4b04cae050dc4ba,Youth and health won’t make you invincible.,2017-04-13
